Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
1011,0,0,521569152,-813750106,13293724,2023,9,29,19,37,29,0,0,0,3.35,3.27,4.98,4.96,40.95,28.72,24.75,30.20,24.23,1021.38,0.50,-0.04,9.75,2.92,-0.22,174.12,"END
"
1012,0,0,521548383,-813670028,13292971,2023,9,29,19,37,30,0,0,0,3.37,3.27,4.98,4.96,39.66,27.97,24.74,30.23,24.24,1021.61,0.61,0.04,9.71,3.60,0.23,172.59,"END
"
1013,0,0,520947902,-813048802,13271204,2023,9,29,19,37,31,0,0,0,3.37,3.26,4.98,4.96,40.04,28.64,24.72,30.23,24.24,1021.39,0.54,-0.08,9.52,3.22,-0.46,171.60,"END
"
1014,0,0,521506807,-813509906,13291464,2023,9,29,19,37,32,0,0,0,3.37,3.28,4.99,4.96,40.86,28.61,24.77,30.23,24.24,1021.30,0.65,0.00,9.79,3.80,0.00,172.53,"END
"
1015,0,0,520828166,-812817661,13266862,2023,9,29,19,37,33,0,0,0,3.37,3.26,4.98,4.96,40.65,28.77,24.76,30.24,24.24,1021.09,0.54,-0.08,9.71,3.15,-0.45,171.97,"END
"
1016,0,0,521465180,-813349828,13289956,2023,9,29,19,37,34,0,0,0,3.37,3.27,4.98,4.96,39.52,28.35,24.75,30.27,24.28,1021.45,0.57,0.00,9.68,3.39,0.00,173.10,"END
"
1017,0,0,521390515,-813219773,13287250,2023,9,29,19,37,35,0,0,0,3.19,3.26,4.98,4.96,40.91,29.41,24.74,30.24,24.27,1021.21,0.65,-0.04,9.52,3.91,-0.23,172.10,"END
"
1018,0,0,520764329,-812579006,13264547,2023,9,29,19,37,36,0,0,0,3.38,3.27,4.98,4.96,40.46,27.21,24.77,30.27,24.28,1021.59,0.65,0.08,9.79,3.80,0.45,172.40,"END
"
1019,0,0,521402644,-813109792,13287689,2023,9,29,19,37,37,0,0,0,3.38,3.21,4.98,4.96,40.47,28.72,24.78,30.26,24.30,1021.31,0.57,-0.08,9.64,3.41,-0.45,171.93,"END
"
1020,0,0,521381774,-813029802,13286933,2023,9,29,19,37,38,0,0,0,3.39,3.27,4.98,4.96,40.59,27.75,24.76,30.26,24.21,1021.06,0.61,0.00,9.71,3.60,0.00,172.63,"END
"
1021,0,0,521968280,-813512039,13308185,2023,9,29,19,37,39,0,0,0,3.37,3.26,4.98,4.96,40.96,27.93,24.74,30.26,24.27,1021.05,0.57,-0.04,9.71,3.38,-0.23,172.36,"END
"
1022,0,0,521339995,-812869855,13285418,2023,9,29,19,37,40,0,0,0,3.36,3.27,4.98,4.96,40.19,27.72,24.75,30.24,24.27,1021.37,0.61,-0.04,9.98,3.51,-0.22,172.53,"END
"
1023,0,0,521319087,-812789898,13284661,2023,9,29,19,37,41,0,0,0,3.37,3.26,4.98,4.96,41.59,28.48,24.76,30.28,24.25,1021.38,0.50,0.00,9.79,2.91,0.00,172.22,"END
"
1024,0,0,521298166,-812709951,13283902,2023,9,29,19,37,42,0,0,0,3.37,3.28,4.98,4.96,39.81,28.14,24.81,30.25,24.27,1021.30,0.54,0.00,9.79,3.13,0.00,172.60,"END
"
1025,0,0,521277232,-812630016,13283143,2023,9,29,19,37,43,0,0,0,3.37,3.26,4.98,4.96,40.14,28.57,24.78,30.29,24.29,1021.18,0.57,-0.04,9.68,3.39,-0.23,172.08,"END
"
1026,0,0,521256286,-812550092,13282384,2023,9,29,19,37,44,0,0,0,3.38,3.27,4.98,4.97,40.09,28.50,24.79,30.27,24.28,1020.96,0.57,-0.04,9.94,3.30,-0.22,172.43,"END
"
1027,0,0,521235327,-812470179,13281624,2023,9,29,19,37,45,0,0,0,3.38,3.26,4.98,4.96,40.62,28.31,24.81,30.25,24.33,1021.15,0.61,-0.04,9.71,3.60,-0.23,171.87,"END
"
1028,0,0,521214356,-812390277,13280864,2023,9,29,19,37,46,0,0,0,3.36,3.27,4.98,4.95,40.40,28.09,24.79,30.32,24.28,1021.22,0.65,-0.04,9.68,3.84,-0.23,172.41,"END
"
1029,0,0,521193372,-812310386,13280103,2023,9,29,19,37,47,0,0,0,3.39,3.27,4.98,4.88,40.83,28.27,24.80,30.29,24.26,1021.50,0.65,-0.04,9.71,3.83,-0.23,171.32,"END
"
1030,0,0,521172375,-812230505,13279342,2023,9,29,19,37,48,0,0,0,3.23,3.28,4.99,4.96,40.16,28.26,24.80,30.30,24.29,1021.14,0.46,-0.08,9.98,2.63,-0.44,172.87,"END
"
1031,0,0,521151366,-812150636,13278581,2023,9,29,19,37,49,0,0,0,3.38,3.27,4.98,4.96,40.42,28.25,24.80,30.30,24.31,1021.41,0.61,0.00,9.98,3.51,0.00,172.46,"END
"
1032,0,0,521130344,-812070778,13277819,2023,9,29,19,37,50,0,0,0,3.37,3.27,4.98,4.96,40.12,27.81,24.82,30.28,24.31,1021.21,0.57,-0.04,9.71,3.38,-0.23,171.67,"END
"
1033,0,0,521109309,-811990931,13277056,2023,9,29,19,37,51,0,0,0,3.38,3.27,4.98,4.96,39.88,28.14,24.81,30.28,24.30,1021.41,0.54,-0.04,9.71,3.15,-0.23,171.73,"END
"
1034,0,0,525997241,-816420493,13453882,2023,9,29,19,37,52,0,0,0,3.26,3.27,4.98,4.96,40.02,28.66,24.84,30.31,24.33,1021.08,1.07,0.00,9.64,6.34,0.00,175.06,"END
"
1035,0,0,526166880,-816511367,13460004,2023,9,29,19,37,53,0,0,0,3.40,3.26,4.98,4.96,39.90,28.04,24.82,30.28,24.32,1021.36,0.27,0.04,9.45,1.62,0.23,173.34,"END
"
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
12,0,0,0,0,0,2020,8,2,0,0,14,0,0,0,3.39,3.27,4.99,4.97,23.13,22.80,19.27,19.50,19.37,1021.41,0.00,-0.08,9.75,0.00,-0.45,-166.04,"END
"
13,0,0,0,0,0,2020,8,2,0,0,15,0,0,0,3.40,3.27,4.98,4.96,23.81,23.32,19.28,19.52,19.32,1021.32,0.00,-0.04,9.56,0.00,-0.23,-166.31,"END
"
14,0,0,0,0,0,2020,8,2,0,0,16,0,0,0,3.39,3.27,4.98,4.96,23.54,23.17,19.27,19.52,19.40,1021.20,0.00,-0.08,9.79,0.00,-0.45,-165.90,"END
"
15,0,0,0,0,0,2020,8,2,0,0,17,0,0,0,3.28,3.27,4.98,4.96,24.07,23.03,19.28,19.58,19.38,1021.58,0.04,-0.08,9.75,0.22,-0.45,-165.97,"END
"
16,0,0,0,0,0,2020,8,2,0,0,18,0,0,0,3.40,3.27,4.98,4.97,24.94,23.67,19.26,19.67,19.35,1021.37,0.00,-0.04,9.68,0.00,-0.23,-166.72,"END
"
17,0,0,0,0,0,2020,8,2,0,0,19,0,0,0,3.30,3.27,4.98,4.96,24.97,23.52,19.28,19.60,19.39,1021.19,-0.04,-0.08,9.71,-0.23,-0.45,-165.33,"END
"
18,0,0,0,0,0,2020,8,2,0,0,20,0,0,0,3.38,3.28,4.98,4.96,24.15,22.31,19.29,19.68,19.40,1021.17,0.00,-0.11,9.71,0.00,-0.68,-166.79,"END
"
19,0,0,0,0,0,2020,8,2,0,0,21,0,0,0,3.40,3.23,4.98,4.96,24.58,23.46,19.27,19.70,19.41,1021.18,0.00,-0.04,9.79,0.00,-0.22,-166.01,"END
"
20,0,0,0,0,0,2020,8,2,0,0,22,0,0,0,3.39,3.27,4.98,4.96,24.25,22.34,19.25,19.71,19.40,1021.04,0.00,-0.08,9.87,0.00,-0.44,-167.22,"END
"
21,0,0,0,0,0,2020,8,2,0,0,23,0,0,0,3.38,3.21,4.99,4.96,24.91,23.13,19.26,19.80,19.37,1021.50,0.00,-0.04,9.71,0.00,-0.23,-166.37,"END
"
22,0,0,0,0,0,2020,8,2,0,0,24,0,0,0,3.39,3.27,4.98,4.97,25.18,22.87,19.28,19.80,19.47,1021.38,-0.04,-0.11,9.71,-0.23,-0.68,-165.36,"END
"
23,0,0,0,0,0,2020,8,2,0,0,25,0,0,0,3.40,3.27,4.98,4.96,25.13,23.45,19.28,19.85,19.37,1021.23,0.04,-0.04,9.75,0.22,-0.22,-165.54,"END
"
24,0,0,0,0,0,2020,8,2,0,0,26,0,0,0,3.39,3.27,4.98,4.96,24.35,22.20,19.27,19.84,19.39,1021.51,-0.04,-0.04,9.71,-0.23,-0.23,-165.80,"END
"
25,0,0,0,0,0,2020,8,2,0,0,27,0,0,0,3.39,3.25,4.98,4.96,24.73,22.94,19.30,19.87,19.34,1021.58,0.04,-0.08,9.75,0.22,-0.45,-167.43,"END
"
26,0,0,0,0,0,2020,8,2,0,0,28,0,0,0,3.39,3.27,4.98,4.96,23.97,22.72,19.29,19.92,19.43,1021.52,0.00,-0.08,9.75,0.00,-0.45,-166.47,"END
"
27,0,0,0,0,0,2020,8,2,0,0,29,0,0,0,3.39,3.26,4.98,4.89,25.16,23.42,19.30,19.93,19.33,1021.43,0.00,-0.11,9.56,0.00,-0.69,-167.09,"END
"
28,0,0,0,0,0,2020,8,2,0,0,30,0,0,0,3.39,3.27,4.98,4.97,25.29,22.65,19.29,20.00,19.40,1021.12,0.04,-0.08,9.79,0.22,-0.45,-166.50,"END
"
29,0,0,0,0,0,2020,8,2,0,0,31,0,0,0,3.39,3.26,4.98,4.89,25.38,23.22,19.28,20.02,19.39,1021.37,-0.04,-0.11,9.75,-0.22,-0.67,-166.04,"END
"
30,0,0,0,0,0,2020,8,2,0,0,32,0,0,0,3.40,3.27,4.98,4.96,24.52,23.84,19.28,20.09,19.38,1021.35,0.04,-0.04,9.71,0.23,-0.23,-165.55,"END
"
31,0,0,0,0,0,2020,8,2,0,0,33,0,0,0,3.40,3.27,4.98,4.96,25.22,23.30,19.28,20.07,19.42,1021.12,0.00,-0.08,9.75,0.00,-0.45,-166.65,"END
"
32,0,0,0,0,0,2020,8,2,0,0,34,0,0,0,3.39,3.27,4.98,4.96,24.89,22.94,19.31,20.11,19.40,1021.16,0.00,-0.04,9.79,0.00,-0.22,-163.79,"END
"
33,0,0,0,0,0,2020,8,2,0,0,35,0,0,0,3.40,3.26,4.98,4.94,26.08,23.58,19.29,20.12,19.41,1021.23,0.00,-0.04,9.71,0.00,-0.23,-165.79,"END
"
34,0,0,0,0,0,2020,8,2,0,0,36,0,0,0,3.28,3.27,4.98,4.96,24.98,23.24,19.30,20.20,19.41,1021.29,-0.04,-0.11,9.60,-0.23,-0.68,-164.36,"END
"
35,0,0,0,0,0,2020,8,2,0,0,37,0,0,0,3.39,3.27,4.98,4.96,26.00,23.76,19.32,20.15,19.41,1021.60,0.00,-0.04,9.64,0.00,-0.23,-165.80,"END
"
36,0,0,0,0,0,2020,8,2,0,0,38,0,0,0,3.38,3.27,4.98,4.95,25.05,22.51,19.31,20.24,19.36,1021.25,0.00,-0.11,9.75,0.00,-0.67,-166.50,"END
"
37,0,0,0,0,0,2020,8,2,0,0,39,0,0,0,3.40,3.26,4.98,4.96,25.90,23.06,19.32,20.27,19.44,1021.09,0.00,-0.04,9.71,0.00,-0.23,-166.23,"END
"
38,0,0,0,0,0,2020,8,2,0,0,40,0,0,0,3.30,3.26,4.98,4.96,26.39,22.96,19.34,20.34,19.42,1021.40,-0.04,-0.04,9.71,-0.23,-0.23,-165.90,"END
"
39,0,0,0,0,0,2020,8,2,0,0,41,0,0,0,3.40,3.27,4.99,4.95,26.26,23.43,19.35,20.28,19.42,1021.44,0.00,-0.08,9.75,0.00,-0.45,-167.09,"END
"
40,0,0,0,0,0,2020,8,2,0,0,42,0,0,0,3.26,3.25,4.98,4.96,27.17,22.75,19.32,20.39,19.40,1021.04,-0.04,-0.15,9.75,-0.22,-0.90,-166.83,"END
"
41,0,0,0,0,0,2020,8,2,0,0,43,0,0,0,3.40,3.27,4.98,4.96,26.57,22.62,19.33,20.41,19.42,1021.30,-0.04,-0.15,9.71,-0.23,-0.90,-166.37,"END
"
42,0,0,0,0,0,2020,8,2,0,0,44,0,0,0,3.40,3.26,4.98,4.96,26.19,23.27,19.33,20.43,19.40,1021.12,-0.04,-0.04,9.45,-0.23,-0.23,-165.08,"END
"
43,0,0,0,0,0,2020,8,2,0,0,45,0,0,0,3.41,3.26,4.98,4.96,27.18,23.61,19.31,20.50,19.38,1021.36,0.04,0.00,9.75,0.22,0.00,-165.87,"END
"
44,0,0,0,0,0,2020,8,2,0,0,46,0,0,0,3.39,3.21,4.98,4.97,26.18,22.37,19.35,20.49,19.41,1021.20,0.00,-0.04,9.68,0.00,-0.23,-166.27,"END
"
45,0,0,0,0,0,2020,8,2,0,0,47,0,0,0,3.40,3.27,4.98,4.96,26.86,23.58,19.34,20.55,19.41,1021.33,0.04,-0.04,9.71,0.23,-0.23,-166.40,"END
"
46,0,0,0,0,0,2020,8,2,0,0,48,0,0,0,3.38,3.27,4.98,4.94,26.94,22.57,19.34,20.55,19.41,1021.38,0.00,0.00,9.71,0.00,0.00,-165.66,"END
"
47,0,0,0,0,0,2020,8,2,0,0,49,0,0,0,3.40,3.27,4.98,4.96,26.38,23.50,19.35,20.55,19.47,1021.36,-0.04,-0.04,9.71,-0.23,-0.23,-166.44,"END
"
48,0,0,0,0,0,2020,8,2,0,0,50,0,0,0,3.39,3.27,4.98,4.96,26.58,23.31,19.33,20.62,19.43,1021.24,0.00,-0.04,9.71,0.00,-0.23,-165.26,"END
"
49,0,0,0,0,0,2020,8,2,0,0,51,0,0,0,3.40,3.26,4.98,4.97,27.02,23.22,19.38,20.65,19.41,1021.50,-0.04,-0.11,9.98,-0.22,-0.66,-166.14,"END
"
50,0,0,0,0,0,2020,8,2,0,0,52,0,0,0,3.38,3.27,4.98,4.90,27.97,23.03,19.32,20.70,19.37,1021.32,0.04,-0.04,9.98,0.22,-0.22,-165.86,"END
"
51,0,0,0,0,0,2020,8,2,0,0,53,0,0,0,3.39,3.26,4.98,4.96,27.29,23.27,19.38,20.70,19.47,1021.56,0.00,-0.08,9.79,0.00,-0.45,-166.66,"END
"
52,0,0,0,0,0,2020,8,2,0,0,54,0,0,0,3.38,3.27,4.98,4.88,27.14,23.62,19.39,20.74,19.43,1021.44,-0.04,-0.08,9.75,-0.22,-0.45,-166.01,"END
"
53,0,0,0,0,0,2020,8,2,0,0,55,0,0,0,3.38,3.27,4.98,4.96,27.37,23.31,19.38,20.78,19.43,1021.36,0.00,-0.04,9.71,0.00,-0.23,-165.58,"END
"
54,0,0,0,0,0,2020,8,2,0,0,56,0,0,0,3.38,3.27,4.98,4.96,27.65,23.02,19.37,20.79,19.45,1021.26,0.00,-0.08,9.79,0.00,-0.45,-166.51,"END
"
55,0,0,0,0,0,2020,8,2,0,0,57,0,0,0,3.41,3.26,4.98,4.96,27.79,23.46,19.36,20.78,19.42,1021.04,0.00,-0.11,9.75,0.00,-0.67,-166.82,"END
"
56,0,0,0,0,0,2020,8,2,0,0,58,0,0,0,3.38,3.27,4.98,4.96,26.81,23.23,19.39,20.89,19.44,1021.51,0.00,-0.08,9.56,0.00,-0.46,-166.88,"END
"
57,0,0,0,0,0,2020,8,2,0,0,59,0,0,0,3.29,3.26,4.98,4.96,27.79,23.22,19.40,20.94,19.40,1021.24,0.00,-0.11,9.79,0.00,-0.67,-164.94,"END
"
57,0,0,0,0,0,2020,8,2,0,0,59,0,0,0,3.29,3.26,4.98,4.96,27.79,23.22,19.40,20.94,19.40,1021.24,0.00,-0.11,9.79,0.00,-0.67,-164.94,"END
"
58,0,0,0,0,0,2020,8,2,0,1,0,0,0,0,3.39,3.27,4.98,4.96,26.77,23.50,19.41,21.00,19.45,1021.39,0.04,-0.04,9.60,0.23,-0.23,-166.01,"END
"
58,0,0,0,0,0,2020,8,2,0,1,0,0,0,0,3.39,3.27,4.98,4.96,26.77,23.50,19.41,21.00,19.45,1021.39,0.04,-0.04,9.60,0.23,-0.23,-166.01,"END
"
59,0,0,0,0,0,2020,8,2,0,1,1,0,0,0,3.32,3.27,4.98,4.95,27.76,23.79,19.41,20.99,19.50,1021.29,-0.08,0.00,9.68,-0.45,0.00,-165.84,"END
"
59,0,0,0,0,0,2020,8,2,0,1,1,0,0,0,3.32,3.27,4.98,4.95,27.76,23.79,19.41,20.99,19.50,1021.29,-0.08,0.00,9.68,-0.45,0.00,-165.84,"END
"
60,0,0,0,0,0,2020,8,2,0,1,2,0,0,0,3.38,3.27,4.99,4.96,27.23,22.47,19.39,21.04,19.42,1021.45,0.04,-0.04,9.75,0.22,-0.22,-166.61,"END
"
60,0,0,0,0,0,2020,8,2,0,1,2,0,0,0,3.38,3.27,4.99,4.96,27.23,22.47,19.39,21.04,19.42,1021.45,0.04,-0.04,9.75,0.22,-0.22,-166.61,"END
"
61,0,0,0,0,0,2020,8,2,0,1,3,0,0,0,3.40,3.22,4.98,4.95,28.34,23.94,19.41,21.05,19.45,1021.33,0.04,-0.04,9.75,0.22,-0.22,-166.65,"END
"
61,0,0,0,0,0,2020,8,2,0,1,3,0,0,0,3.40,3.22,4.98,4.95,28.34,23.94,19.41,21.05,19.45,1021.33,0.04,-0.04,9.75,0.22,-0.22,-166.65,"END
"
62,0,0,0,0,0,2020,8,2,0,1,4,0,0,0,3.40,3.27,4.98,4.97,27.66,22.74,19.39,21.06,19.49,1021.07,0.04,-0.11,9.71,0.23,-0.68,-167.77,"END
"
62,0,0,0,0,0,2020,8,2,0,1,4,0,0,0,3.40,3.27,4.98,4.97,27.66,22.74,19.39,21.06,19.49,1021.07,0.04,-0.11,9.71,0.23,-0.68,-167.77,"END
"
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
98,0,0,0,0,0,2020,8,2,0,1,40,0,0,0,3.39,3.27,4.98,4.96,29.82,23.20,19.61,22.14,19.55,1021.37,-0.04,0.00,9.75,-0.22,0.00,-165.55,"END
"
99,0,0,0,0,0,2020,8,2,0,1,41,0,0,0,3.36,3.23,4.98,4.95,30.19,23.81,19.64,22.14,19.54,1021.11,-0.04,-0.08,9.83,-0.22,-0.45,-166.51,"END
"
100,0,0,0,0,0,2020,8,2,0,1,42,0,0,0,3.38,3.27,4.98,4.97,29.73,23.03,19.62,22.20,19.59,1021.38,-0.08,-0.08,9.79,-0.45,-0.45,-166.56,"END
"
101,0,0,0,0,0,2020,8,2,0,1,43,0,0,0,3.39,3.26,4.98,4.96,30.38,23.51,19.66,22.22,19.53,1021.26,0.00,-0.15,9.75,0.00,-0.90,-166.71,"END
"
102,0,0,0,0,0,2020,8,2,0,1,44,0,0,0,3.39,3.27,4.98,4.97,29.37,23.12,19.66,22.25,19.52,1021.11,-0.04,-0.08,9.75,-0.22,-0.45,-166.52,"END
"
103,0,0,0,0,0,2020,8,2,0,1,45,0,0,0,3.37,3.25,4.98,4.95,29.78,23.54,19.70,22.27,19.60,1021.36,-0.08,-0.04,9.64,-0.45,-0.23,-166.45,"END
"
104,0,0,0,0,0,2020,8,2,0,1,46,0,0,0,3.38,3.27,4.99,4.97,29.30,24.01,19.69,22.31,19.60,1021.33,0.00,-0.11,9.79,0.00,-0.67,-166.22,"END
"
105,0,0,0,0,0,2020,8,2,0,1,47,0,0,0,3.39,3.26,4.98,4.90,30.24,23.80,19.68,22.29,19.65,1021.32,0.08,-0.08,9.71,0.45,-0.45,-165.97,"END
"
106,0,0,0,0,0,2020,8,2,0,1,48,0,0,0,3.35,3.27,4.98,4.96,29.98,23.94,19.70,22.30,19.62,1021.29,0.08,-0.23,9.75,0.45,-1.35,-167.51,"END
"
107,0,0,0,0,0,2020,8,2,0,1,49,0,0,0,3.40,3.26,4.98,4.89,30.03,23.63,19.68,22.35,19.69,1021.19,0.34,0.04,9.75,2.02,0.22,-165.90,"END
"
108,0,0,0,0,0,2020,8,2,0,1,50,0,0,0,3.39,3.27,4.98,4.96,30.73,22.78,19.71,22.41,19.60,1021.36,-0.11,-0.08,9.68,-0.68,-0.45,-165.80,"END
"
109,0,0,0,0,0,2020,8,2,0,1,51,0,0,0,3.39,3.26,4.98,4.96,30.84,24.05,19.71,22.40,19.62,1020.97,0.04,0.00,9.83,0.22,0.00,-166.09,"END
"
110,0,0,0,0,0,2020,8,2,0,1,52,0,0,0,3.40,3.27,4.99,4.96,29.36,23.12,19.72,22.41,19.61,1021.33,-0.04,-0.11,9.64,-0.23,-0.68,-166.12,"END
"
111,0,0,0,0,0,2020,8,2,0,1,53,0,0,0,3.41,3.25,4.98,4.93,30.00,23.48,19.74,22.48,19.59,1021.33,-0.27,-0.11,9.60,-1.60,-0.68,-166.20,"END
"
112,0,0,0,0,0,2020,8,2,0,1,54,0,0,0,3.36,3.26,4.98,4.96,30.66,23.45,19.73,22.47,19.66,1021.40,0.00,-0.15,9.68,0.00,-0.91,-166.74,"END
"
113,0,0,0,0,0,2020,8,2,0,1,55,0,0,0,3.38,3.26,4.98,4.96,30.43,23.61,19.75,22.49,19.67,1021.35,-0.04,-0.08,9.75,-0.22,-0.45,-165.87,"END
"
